parent,name,display
13932,20315,Dyschirius cf. D. varidens
21998,20316,Dorytomus cf. D. imbecillus
15635,20317,Patrobus lecontei
19282,20318,Tyrannus
20318,20319,Tyrranus sp.
20318,20320,Tyrannus tyrannus
20318,20321,Tyrannus ?tyrannus
13915,20322,Odonata
20322,20323,Odonata gen. sp.
13932,20324,Dyschirius integer
13932,20325,Dyschirius truncatus
21744,20327,Arpedium tenue/A. brunnescens
22330,20329,Gymnusa cf. G. variegata
21723,20330,Donacia cf. D. distincta
22893,20331,Muscina sp.
14062,20332,Anthomyiidae
22867,20333,Pegomya sp.
14051,20334,Notaris bimaculatus
14006,20335,Aphodius omissus
21974,20336,Ceuthorhynchus sp.
17008,20337,Apatanidae
23099,20338,Apatania crymophila
13937,20339,Bembidion cf. B. vitiosum
21686,20341,Dromius cf. D. angusticollis
13930,20342,Elaphrus augusticollis
14020,20346,Curimopsis albonotata
22471,20347,Dianous nitidulus
21843,20348,Gastrophysa cyanea
21797,20349,Galeruca rudis
22414,20351,Diapterna hamata
13932,20352,Dyschirius (Dyschiriodes) laevifasciatus
13932,20353,Dyschirius (Dyschiriodes) montanus
13930,20354,Elaphrus purpurans
22268,20355,Heterlimnius koebelei
22229,20357,Ilybius quadrimaculatus
22072,20358,Isochnus rufipes
22345,20359,Laccobius cf. L. ellipticus
22292,20360,Liothorax alternatus
21709,20361,Loricera decempunctata
13991,20362,Mycetoporus pictus
13991,20363,Mycetoporus punctatissimus
21714,20364,Nebria metallica
22332,20365,Ochthebius cf. O. holmbergi
22086,20366,Orchestes pallicornis
7602,20367,Gymnorhinus
20367,20368,Gymnorhinus cyanocephalus
8026,20369,Aquila chrysaetos/Haliaeetus leucocephalus
7601,20370,Corvus spp.
21619,20373,Acmaeodera nigrovittata
20322,20374,Anisoptera gen. sp.
22897,20375,Belostoma bakeri
14066,20376,Chrysididae
20376,20378,Chrysididae gen. sp.
22223,20379,Cybister explanatus
13930,20380,Elaphrus finitimus
21836,20381,Eleodes spp.
22997,20382,Gerris sp. cf. G. incognitus
22344,20383,Hydrophilus triangularis
14055,20384,Nepidae
22859,20386,Parasida mckittricki
22899,20387,Ranatra asphalti
22899,20388,Ranatra bessomi
22860,20389,Stenomorpha mckittricki
19649,20390,Zygoptera
20390,20391,Zygoptera gen. sp.
15632,20392,Trechus cf. T. ovipennis
15632,20393,Trechus cf. T. oregonensis
13993,20394,Tachyporus elegans
22502,20395,Tachinus mimus
22502,20396,Tachinus crotchii
22502,20397,Tachinus angustatus
21774,20398,Syntomus americanus
22496,20399,Pycnoglypta campbelli
22351,20400,Platystethus americanus
22093,20401,Phloeosinus cf. P. keeni
21869,20402,Phaedon prasinellus
22422,20403,Pardalosus pardalis
22348,20404,Oxytelus niger
13937,20405,Bembidion cf. B. incertum
13965,20406,Chlaenius lithophilus
13970,20407,Helophorus cf. H. alternatus
13970,20408,Helophorus splendidus
13969,20409,Hydrophilidae cf. Tropisternus sp.
16785,20410,Hydroporus
20410,20411,Hydroporus fuscipennis
14005,20412,Aphodiinae gen. spp.
16870,20413,Lebia histrionica
22339,20414,Georissus sp.
13944,20415,Pterostichus surgens
13916,20416,Mordellidae
20416,20417,Mordellidae gen. sp.
14037,20418,Rhamphini gen. spp.
14006,20419,Aphodius wickhami
21869,20420,Phaedon oviforme
21818,20421,Formica cf. F. neorufibarbis
13944,20422,Pterostichus (Cryobius) riparius
22371,20423,Litargus sp.
13973,20424,Staphylinidae cf. Holoboreaphilus nordenskioeldi
13993,20425,Tachyporus borealis
22284,20426,Lanternarius parrotus
21869,20427,Phaedon armoraciae
13973,20428,Pselaphinae gen. sp.
15632,20432,Trechus cf. T. crassiscapus
22989,20433,Xylophagus abdominalis
22384,20434,Ptinus (Ptinus) priminidi
13932,20436,Dychirius sp.
23015,20437,Salda littoralis
13932,20438,Dyschirius globulosus/D. longulus
13944,20439,Pterostichus parasimilis
21866,20440,Ophraella sp.A
13944,20441,Pterostichus bryanti
22810,20442,Poecilus nearcticus
21869,20443,Phaedon cf. P. cyanescens
14069,20444,Pisauridae
23227,20445,Dolomedes sp.
19843,20446,Malacostraca gen. sp.
22169,20447,Neotiglossa cf. N. undata
13970,20449,Helophorus cf. H. orientalis
13969,20450,Hydrobius/Helocombus spp.
22332,20451,Ochthebius cf. O. discretus
14011,20452,Aegialia humeralis
13973,20453,Lathrobiini gen. sp.
22284,20454,Lanternarius brunneus/L. parrotus
14026,20455,Hypolithus lecontei
21907,20456,Pteryngium sp.
21892,20457,Lasconotus sp.
21788,20458,Chaetocnema spp.
21848,20460,Hippuriphila canadensis
68,20461,Crassulaceae undiff.
21744,20463,Arpedium brachypterum
23031,20464,Camponotus herculeanus
21787,20465,Cassida flaveola
21974,20466,Ceutorhynchus cf. C. subpubescens
23014,20467,Chiloxanthus stellatus
21789,20468,Chrysolina caurina
21789,20470,Chrysolina cavigera
21789,20471,Chrysolina cf. C. rufilabris
21789,20472,Chrysolina hudsonica
21977,20473,Cleonis plumbeus
14020,20474,Curimopsis setulosa
22259,20475,Denticollis varians
23024,20476,Eurytoma cf gigantea
22330,20477,Gymnusa brevicollis
22902,20478,Hardya youngi
22076,20481,Lepyrus canadensis
22076,20483,Lepyrus cf. L. palustris
14014,20484,Simplocaria elongata
23013,20485,Callicorixa sp.
23012,20486,Calacanthia sp.
23017,20487,Teloleuca sp.
22900,20488,Athysanella spp.
22901,20489,Deltocephalus sp.
14055,20490,Caliscelidae 
22990,20491,Aphelonema sp.
14055,20492,Psyllidae
23010,20493,Trioza sp.
13944,20494,Pterostichus (Cryobius) biocryus
21924,20495,Enicmus sp.
14062,20496,Tipulidae
22896,20497,Tipula (Vestiplex) Sp.
22986,20499,Meoneura sp.
23087,20500,Nematus sp.
23051,20501,Meteorus sp.
23057,20502,Orgilus sp.
23055,20503,Diospilus sp.
23053,20504,Agathis sp.
23056,20505,Ichneutes sp.
23052,20506,Chelonus spp.
23052,20507,Chelonus (Microchelonus) sp.
23058,20508,Rogas sp.
23049,20509,Bathythrix sp.
23046,20510,Aclastus sp.
23064,20511,Endasys sp.
23069,20512,Phaeogenes sp.
23048,20513,Atractodes sp.
23068,20514,Oresbius spp.
23425,20515,Ichneumon sp.
18303,20516,CoeIichneumonops sp.
23065,20517,Glypta ap.
23073,20518,Stenomacrus sp.
23070,20519,Phygadeuon sp.
18303,20520,Proclitus sp.
23066,20521,Hyposoter sp.
23047,20522,Anomalon sp.
23067,20523,Mesochorus sp.
18303,20524,Gasteruptiidae
20524,20525,Gasteruption sp.
18303,20526,Proctotrupidae
23072,20527,Codrus sp.
18625,20528,Atelopsilus/Synacra sp.
23020,20529,Bombus (Pyrobombus) sp.
23226,20530,Trochosa sp.
21618,20531,Apion (Eutrichapion) sp.
27678,20532,Daphnia (Daphnia) sp.
27677,20533,Daphnia (Ctenodaphnia) sp.
27832,20534,Braconidae
20534,20535,Agathidinae gen. sp.
20534,20536,Alysiinae gen. sp.
18303,20537,Anomalinae gen. sp.
21618,20538,Apion (Eutrichapion) cyanitictum
23063,20540,Buathra labovator fabricii
21789,20541,Chrysolina flavomarginata vidua
18303,20542,Cremastinae gen. sp.
19736,20543,Cristatella sp.
22901,20544,Deltocephalus cf. D. balli
23224,20545,Eperigone sp.
21822,20547,Leptothorax canadensis
23050,20548,Macrocentrus innuitorum
22480,20549,Megarthrus sinuatincollis
23051,20550,Meteorus leviventris
21629,20552,Morychus aeneolus
22231,20553,Neoscutopterus cf. N. horni
14051,20554,Notaris cf. N. flavipilosus
18303,20555,Pionini sp.
18303,20556,Plectiscinae gen. sp.
14066,20557,Pteromalidae
20557,20558,Pteromalini gen. sp.
14069,20559,Lycosidae
23225,20560,Tarentula pictilis
22896,20561,Tipula (Vestiplex) bergrothiana
23010,20562,Trioza quadripunatata
390,20563,Aegle
390,20564,Atalantia
2364,20565,Azadirachta
199,20566,Borassus
1977,20567,Careya
1562,20568,Cassine
390,20569,Chloroxylon
2515,20570,Cocculus
27286,20571,Grewia
733,20572,Haldina
1880,20573,Hardwickia
9690,20574,Olneya
3909,20575,Lathyrus japonicus
5279,20576,Bituminaria
9690,20577,Zornia
27287,20578,Helicteres
1720,20579,Hiptage
1203,20580,Holoptelea
1847,20581,Isonandra
1278,20582,Lagerstroemia
9108,20583,Poales incertae sedis
409,20584,Asteraceae (echinate)
347,20585,Lannea
1847,20586,Madhuca
347,20587,Mangifera
733,20588,Oldenlandia
1136,20589,Schleichera
9925,20590,Strobilanthes
883,20591,Syzygium
1880,20592,Tamarindus
460,20593,Tectona
2515,20594,Tinospora
733,20595,Wendlandia
,20596,Asteraceae (fenestrate)
9632,20597,Drypetes sepiaria-type
9133,20598,Dipterocarpaceae
20598,20599,Hopea/Shorea
7603,20600,Sturnidae
20600,20601,Sturnus
20600,20602,Sturnus vulgaris
19259,20603,Mergus sp./Lophodytes cucculatus
15681,20604,Trichocellus sp.
20410,20605,Hydroporus striola
20410,20606,Hydroporus badiellus
20410,20607,Hydroporus cf. H. despectus
13973,20609,Bolitobiinae gen. sp.
13993,20610,Tachyporus nimbicola
22330,20611,Gymnusa atra/G. brevicollis
183,20612,Acacia/Albizia
20563,20613,Aegle marmelos
20565,20614,Azadirachta indica
20566,20615,Borassus flabellifer
1977,20616,Careya/Barringtonia
1880,20617,Cassia/Senna
20569,20618,Chloroxylon swietenia
2515,20619,Cocculus/Pachygone
13944,20620,Pterostichus (Cryobius) cf. P. nivalis
13944,20621,Pterostichus (Cryobius) tilia-ceoradix
13962,20622,Agonum cf. A. rubrum
13962,20623,Agonum longicolle
21990,20624,Ataenius desertus
22852,20625,Blapstinus praetnsis
21997,20626,Dichoxenus setiger
21836,20627,Eleodes cf. E. goryi
15618,20628,Harpalus cf. H. carbonatus
15618,20629,Harpalus herbivagus
21671,20630,Mimosestes nubigens
22421,20631,Onthophagus brevifrons
22421,20632,Onthophagus cochisus
22421,20633,Onthophagus lecontei
22085,20634,Ophryastes argentatus
22085,20635,Ophryastes tuberosus
22994,20636,Pangaeus bilineatus
22097,20637,Piscatopus griseus
22384,20638,Ptinus cf. P. mitchelli
80,20639,Dodonaea viscosa
22192,20640,Sapotes longipilis
22192,20641,Sapotes puncticollis
9632,20642,Drypetes sepiaria
22862,20643,Trimytis pruinosa
9632,20644,Drypetes undiff.
22863,20645,Triorophus cf. T. terebratulus
22372,20646,Typhaea stercorea
22220,20648,Yuccaborus frontalis
21670,20649,Bruchus sp.
22416,20650,Diplotaxis sp.
22218,20653,Trogoderma sp.
22216,20654,Embaphion sp.
23220,20655,Glaresis sp.
21836,20656,Eleodes cf. E. tricostata
2492,20657,Phyllanthus subg. Emblica
21952,20658,Agabus arcticus
21952,20659,Agabus erichsoni
22330,20660,Gymnusa atra
,20661,Glochidion/Emblica
13969,20662,Hydrophilidae cf. crenitis spp.
20410,20663,Hydroporus cf. H. rectus
20410,20664,Hydroporus cf. H. stagnalis
9844,20665,Glochidion/Phyllanthus
22229,20666,Ilybius discedens
13973,20667,Staphylinidae cf. Holoboreaphilus sp.
22098,20668,Pissodes spp.
22229,20669,Ilybius angustior/I. picipes
733,20670,Haldina-type
20573,20671,Hardwickia binata
22036,20672,Hygrotus cf. H. novemlineatus/H. nubilus
21770,20673,Sericoda obsolets
20580,20674,Holoptelea integrifolia
733,20676,Ixora-type
13957,20677,Stereocerus cf. S. haematopus
9925,20678,Justicia-type
13944,20679,Pterostichus cf. P. arcticola/P. patruelis
20582,20680,Lagerstroemia parviflora
347,20681,Cotinus
347,20682,Lannea/Rhus
347,20683,Mangifera/Anacardium
20589,20684,Schleichera oleosa
9925,20685,Strobilanthes-type
883,20686,Syzygium/Psidium
20592,20687,Tamarindus indica
20593,20688,Tectona grandis
20594,20689,Tinospora cordifolia
304,20690,Trema orientalis
751,20691,Typha angustata
322,20692,Xanthium strumarium
13937,20693,Bembidion cf. B. incrematum
13970,20694,Helophorus cf. H. orientalis
13989,20695,Philonthus cf. P. furvus
19622,20697,Stephostethus montanus
22272,20698,Stenelmis quadrimaculata
13978,20699,Olophrum cf. O. consimile
21892,20700,Lasconotus cf. L. borealis
22293,20701,Hydraena angulicollis
22280,20702,Gyrinus minutus
22465,20703,Boreaphilus sp.
21791,20704,Crepidodera sp.
21886,20706,Hippodamia sp.
22071,20707,Ips perterbatus
14006,20708,Aphodius alternatus
21679,20709,Calathus cf. C. ingratus
22281,20710,Haliplus immaculicollis
20410,20711,Hydroporus griseostriatus
14006,20714,Aphodius hamatus
13919,20715,Carabidae cf. Microlestes sp.
18885,20716,Cicindelidae gen. sp.
14037,20717,Curculionidae cf. Cossonus sp.
16785,20718,Dytiscidae cf. Graphoderus sp.
18121,20719,Helodidae cf. Cyphon sp.
14000,20720,Leiodidae cf. Catopinae gen. sp.
22210,20721,Tanysphyrus sp.
14006,20722,Aphodius omissuss omissus
22385,20723,Xyletenius lugubrius
22461,20724,Atheta hyperborea
23006,20725,Chlamydatus pullus
15681,20726,Trichocellus cognatus
22331,20727,Micralymma marinum
9925,20728,Asystasia
1023,20729,Gunnera perpensa
2447,20730,Celosia argentea-type
,20731,Celosia-type argentea
21884,20732,Coccinella transversoguttata
22847,20733,Corticaria rubripes
21998,20734,Dorytomus imbecillus
21946,20735,Pityophthorus opaculus
14055,20736,Aphididae
20736,20737,Aphididae gen. sp.
14062,20738,Puparia sp.
14062,20739,Imagines sp.
23009,20740,Psylla groelandica
13962,20742,Agonum cf. A. gratiosum
13937,20743,Bembidion cf. B. oberthueri
13937,20744,Bembidion cf. B. salebratum
13932,20746,Dyschirius cf. D. sphaericollis
13975,20747,Eucnecosum cf. E. brachypterum
13978,20749,Olophrum cf. O. obtectum
21852,20751,Prasocuris phellandrii
13922,20752,Pelophila rudis
20410,20753,Hydroporus cf. H. griseostriatus
17008,20754,Polycentropodidae
23108,20755,Polycentropus sp.
13973,20756,Staphylinidae cf. Oxytelus sp.
16926,20758,Lampyridae gen. sp.
18121,20759,Helodidae cf. Cyphon spp.
13969,20760,Hydrophilidae cf. Paracymus spp.
14024,20761,Elateridae cf. Hypolithus spp.
14000,20762,Catopineae gen. sp.
17009,20763,Limnephilidae gen. sp. 1
17009,20764,Limnephilidae gen. sp. 2
17009,20765,Limnephilini gen. sp.
8486,20766,?Chordeiles minor
20768,20767,Antrostomus carolinensis
8486,20768,Antrostomus
19804,20769,Buccinum baeri
7589,20770,cf. Alcidae
6171,20771,cf. Artiodactyla
8355,20772,cf. Fratercula sp.
7575,20773,cf. Haliaeetus leucocephalus
8355,20774,cf. Uria sp.
7969,20775,cf. Phalacrocorax sp.
6932,20776,cf. Phoca vitulina
5898,20778,cf. Phocoenidae
9285,20779,Scabrotrophon
20779,20780,Scabrotrophon sp.
20779,20781,Scabrotrophon maltzani
14066,20782,Chalcidae
20782,20783,Chalcidae gen. sp.
23060,20784,Hobbya sp.
23062,20785,Psychophagus sp.
20557,20786,Pteromalidae gen. sp.
14071,20789,Liacaridae
23248,20790,Liacarus (Dorycranosus) cf. L. aequidentatus
21771,20792,Sphaeroderus lecontei
13944,20793,Pterostichus cf. P. coracinus
21715,20794,Omophron tessellatum
13978,20795,Olophrum obtectum
13932,20796,Dyschirius pilosus
6757,20797,?Aves
21685,20798,Cyclotrachelus alternatus
19433,20799,Progne
20799,20800,Progne subis
13937,20801,Bembidion semicinctum
21567,20802,Atranus pubescens
14006,20803,Aphodius cf. A. omissus
13962,20804,Agonum cf. A. octopunctatum
13962,20805,Agonum errans
21664,20806,Anisodactylus cf. A. nigrita
16781,20807,Elmidae cf. Dubiraphia sp.
14037,20808,Curculionidae cf. Bagous sp.
16941,20809,Buprestidae gen. sp.
21663,20810,Acupalpus sp.
21685,20811,Cyclotrachelus torvus
13919,20812,Carabidae cf. Cryobius sp.
22435,20813,Conophthorus cf. C. coniperda
18678,20814,Chironomidae cf. Chironomus sp.
13944,20815,Pterostichus adstrictus/P. pensylvanicus
13916,20816,Latridiidae 
20816,20817,Corticariini gen. sp.
14037,20818,Curculionidae cf. Mecopeltus sp.
19299,20819,Muscidae cf. Helina sp.
13973,20820,Staphylinidae cf. Eusphalerum sp.
14062,20821,Sphaeroceridae  
22894,20822,Copromyza sp.
21946,20823,Pityophthorus puberulus
13973,20824,Staphylinidae cf. Tachyporinae sp.
21714,20825,Nebria sp.
13937,20826,Bembidion mckinleyi
22214,20827,Attagenus sp.
13962,20829,Agonum obsoletum
21739,20830,Ampedus areolatus
21549,20831,Anthicus sp.
21665,20832,Apristus subsulcatus
13937,20833,Bembidion transversale
22852,20834,Blapstinus metallicus
21679,20835,Calathus advena
14020,20836,Curimopsis echinata
22212,20838,Trypodendron lineatum
23005,20839,Telamona monticola
21772,20840,Stenolophus conjunctus
22110,20841,Serica atricapilla
21918,20842,Pediacus cf. P. fuscus
22332,20843,Ochthebius marinus
22365,20844,Leiodes assimilis
22903,20845,Idiocerus maximus
22288,20846,Hypocaccus fraternus
23031,20847,Camponotus sp.
21631,20849,Dendroctonus sp.
22186,20850,Glischrochilus sp.
21844,20851,Gonioctena sp.
21723,20852,Donacia pusilla
14024,20853,Elateridae cf. Dalopius sp.
23155,20854,Limnephilus sp.
22098,20855,Pissodes rotundatus
21697,20856,Quedius brunnipennis
21697,20857,Quedius fellmani
23430,20858,Limotettix (Scleroracus) sp.
23181,20859,Rhadine howdeni
13962,20860,Agonum koepkei
14006,20862,Aphodius leopardus
13969,20863,Hydrobiinae gen spp.
22856,20866,Hymenorus sp.
22891,20867,Lispe sp.
21870,20868,Phratora sp.
14056,20869,Pentatomidae gen. sp.
20248,20870,Vespidae (Eumeninae) gen. sp.
22895,20871,Odontomyia sp.
22071,20872,Ips pini
13969,20873,Hydrobiinae gen. spp.
22813,20874,Anatis ocellata mali
21844,20875,Gonioctena alberta
21844,20876,Gonioctena nivosa
15618,20877,Harpalus cf. H. indigens
21888,20878,Hyperaspis binotata
22903,20879,Idiocerus cf. I. pallidus
15618,20881,Harpalus cf. H. pensylvanicus
22114,20882,Scaphidium castanipes
16867,20883,Selenophorus palliatus
21872,20884,Pyrrhalta cf. P. tuberculata
22055,20885,Grypus cf. G. equiseti
13970,20886,Helophorus cf. H. splendidus
15681,20887,Trichocellus cf. T. mannerheimi
22212,20888,Trypodendron cf. T. lineatum
21680,20889,Calleida viridis
15622,20890,Asaphidion cf. A. alaskanum
15622,20891,Asaphidion sp.
13937,20892,Bembidion cf. B. pseudocautum
13922,20894,Pelophila cf. P. borealis
13925,20895,Notiophilus cf. N. aeneus
23183,20896,Stictanchus sp.
13962,20897,Agonum cf. A. bicolor
13959,20899,Amara cf. A. alpina
13937,20901,Bembidion (Plataphodes) spp.
13937,20902,Bembidion (Trepanedoris) spp.
13937,20903,Bembidion cf. B. acutifrons
13967,20904,Cymindis interior
13967,20905,Cymindis limbata
21708,20906,Hellumorphoides texanus
22417,20907,Euphoria kerni
21657,20908,Chaetophora cf. C. grisea
21619,20909,Acmaeodera cuneata
21669,20910,Cypriacis cf. C. aurulenta
22217,20911,Novelsis aequalis
22383,20912,Niptus ventriculus
13916,20913,Cleridae
21690,20914,Cymatodera antennata
21690,20915,Cymatodera cf. C. baltea
21690,20916,Cymatodera latefasciata
21836,20917,Eleodes cf. E. knausi
9185,20918,Margarites
20918,20919,Margarites pupilus
,20920,Acmaea limatula
9203,20921,Lottia limatula
,20922,Acmaea limatula
409,20923,"Asteraceae (non-lophate, echinate)"
2610,20924,"Asteraceae (lophate, echinate)"
22852,20925,Blapstinus cf. B. metallicus
22852,20926,Blapstinus pimalis
22852,20927,Blapstinus pratensis
22373,20928,Colopterus truncatus
22389,20929,Cononotus macer
21888,20930,Hyperaspis trifurcata
2075,20931,Brosimum alicastrum
185,20932,Maclura
,20933,Conocarpus erecta
1770,20934,Croton sp.
1727,20935,Ficus sp.
347,20936,Metopium
20936,20937,Metopium brownei
2089,20938,Pouteria sp.
13962,20939,Agonum cf. A. cincticolle
13959,20940,Amara cf. A. carinata
13937,20941,Bembidion cf. B. dyschirinum
13937,20942,Bembidion cf. B. planatum
6346,20943,Testtaxon
22900,20944,Athysanella sp.
20943,20945,Testtaxon one
15668,20946,Blethisa cf. B. catenaria
20945,20947,Testtaxon sp.
20945,20948,Testtaxon two
15668,20949,Blethisa cf. B. multipunctata
13920,20950,Carabus cf. C. chamissonis
13920,20951,Carabus cf. C. taedatus
13920,20952,Carabus cf. C. vietinghoffi
23236,20953,Cepheus cf. C. corae
21686,20954,Dromius cf. D. piceus
13932,20955,Dyschirius cf. D. globulosus
15618,20956,Harpalus cf. H. amputatus
15618,20957,Harpalus cf. H. cordifer
13970,20958,Helophorus cf. H. tuberculatus
21717,20959,Opisthius cf. O. richardsoni
21719,20960,Platidiolus cf. P. vandykei
13944,20961,Pterostichus (Cryobius) cf. P. tareumiut
13944,20962,Pterostichus (Derus) sp.
13944,20963,Pterostichus cf. P. haematopus
13944,20964,Pterostichus cf. P. punctatissimus
13944,20965,Pterostichus cf. P. vermiculosus
13944,20966,Pterotichus cf. P. agonus
22453,20967,Silpha cf. S. ramosa
15635,20968,Patrobus cf. P. septentrionis
22502,20969,Tachinus cf. T. jacuticus
16792,20970,Trachypachus cf. T. holmbergi
14045,20971,Vitavitus cf. V. thulius
21714,20972,Nebria cf. N. gyllenhali
13928,20973,Diacheila cf. D. polita
13930,20974,Elaphrus riparius
13970,20975,Helophorus (Cyphelophorus) meighenensis
22369,20976,Kalissus sp.
21891,20977,Bitoma sp.
21822,20978,Leptothorax sp.
13937,20979,Bembidion (Chrysobracteon) sp.
13937,20980,Bembidion cf. B. nitidum
13932,20981,Dyschirius cf. D. laevifasciatus
21626,20982,Eusomalia sp.
22081,20985,Lixellus sp.
13919,20986,Carabidae cf. Diacheila sp.
13970,20987,Helophorus parasplendidus
13973,20988,Arpedium/Eucnecosum sp.
23052,20989,Chelonus sp.
23014,20990,Chiloxanthus sp.
14055,20991,Tingidae 
23019,20992,Derephysia foliacea
17019,20994,Hydrozetidae gen. sp.
22064,20995,Hypera seriata
13915,20996,Plecoptera
20996,20997,Plecoptera gen. sp.
20991,20998,Tingidae gen. sp.
18303,21000,Banchinae gen. sp.
17008,21001,Brachycentridae
21001,21002,Brachycentridae gen. sp.
22450,21003,Veraphis sp.
18282,21004,Noctuoidea 
21004,21005,Noctuidae gen. sp.
23090,21006,Euxoa churchillensis
22072,21007,Isochnus arcticus
23045,21008,Sinophorus sp.
20332,21009,Anthomyiidae gen. sp.
22469,21010,Coryphium sp.
22283,21011,Heterocerus spp.
8614,21012,cf. Fringillidae
22373,21013,Conotelus stenoides
21867,21014,Pachybrachis cf. P. mitis
21786,21015,Calligrapha dislocata
21876,21016,Zygogramma tortuosa
22085,21017,Ophryastes varius
22090,21018,Pantomorus elegans eximus
21946,21019,Pityophthorus confinis
22421,21020,Onthophagus subopacus
22421,21021,Onthophagus browni
27808,21022,Agabus/Ilybius sp.
22072,21023,Isochnus sp.
21721,21025,Ctenicera sjaelandica
22864,21026,Upis sp.
13916,21027,Bostrichidae
21027,21028,Bostrichidae gen. sp.
14066,21029,Cephidae
23059,21030,Cephus sp.
18138,21033,Gyrinidae gen. sp.
15618,21034,Harpalus cf. H. alaskensis
22076,21035,Lepyrus spp.
18295,21036,Notostraca gen. sp.
21992,21037,Conotrachelus invadens
14014,21038,Simplocaria arctica
27845,21039,Acari gen. sp.
21968,21040,Calles cladotrichis
22415,21041,Dichotomius carolinus
22216,21042,Embaphion planum
22260,21043,Esthesopus parcus
13937,21044,Bembidion acutifrons
14037,21046,Cleoninae gen. sp.
21977,21047,Cleonis sp.
14006,21048,Aphodius aemulus
13959,21050,Amara cf. A. laevipennis
22221,21051,Acilius sp.
13944,21053,Pterostichus cf. P. nearcticus
13985,21054,Stenus cf. S. ageus
23038,21056,Myrmica alaskensis
16785,21057,Dytiscidae cf. Neoscutopterus sp.
14066,21058,Hymenoptera parasitica gen. sp.
17000,21059,Formica/Camponotus sp.
14071,21060,Peloppiidae
23242,21062,Diapterobates humeralis
13944,21063,Pterostichus cf. P. (Cryobius) pinguedineus
20410,21065,Hydroporus cf. H. Agabus sp.
14037,21066,Leptopiinae gen. sp.
13937,21068,Bembidion inequale opaciceps
22232,21069,Oreodytes alaskanus
23255,21070,Phauloppia sp.
21771,21071,Sphaeroderus cf. S. niticollis
8623,21072,Spinus psaltria
20054,21073,Aeronautes
21073,21074,Aeronautes saxatalis
13962,21078,Agonum simile
13970,21079,Helophorus sempervarans
22496,21080,Pycnoglypta aptera/P. lurida
22479,21081,Lesteva pallipes
22481,21082,Microedus austinianus
22502,21083,Tachinus luridus
21851,21085,Mantura sp.
7767,21086,Lithobates
21086,21087,Lithobates clamitans
,21088,Rana clamitans
22092,21090,Pelenomus sp.
14066,21091,Bethylidae
21836,21092,Eleodes longicollis
21091,21093,Pseudisobrachium sp.
21885,21094,Connatichela artemisiae
14066,21095,Cynipidae
21095,21096,Cynipidae gen. sp.
14066,21097,Dryinidae
21097,21098,Dryinidae gen. sp.
14055,21099,Heteroptera
21099,21100,Heteroptera gen. sp.
13944,21101,Pterostichus (Cryobius) cf. P. pinguedineus
13959,21103,Amara cf. A. bokori
22453,21105,Silpha coloradensis
13937,21106,Bembidion (Peryphus) sp.
14037,21107,Leptopiinae cf. Ophryastes sp.
14011,21108,Aegialia cf. A. humeralis
21736,21109,Altica spp.
13937,21110,Bembidion cf. B. patruele
22502,21111,Tachinus brevipennis/T. apterus
14037,21112,Curculionidae cf. Hyperodes sp.
14020,21113,Curimopsis spp.
22267,21114,Dubiraphia spp.
22495,21115,Pseudopsis spp.
22345,21116,Laccobius cf. L. minutoides
21848,21117,Hippuriphila cf. H. canadensis
13970,21118,Helophorus orientalis
13970,21119,Helophorus cf. H. oblongus
22330,21120,Gymnusa spp.
16877,21121,Helichus cf. H. striatus
13987,21122,Euaesthetus spp.
22271,21123,Optioservus spp.
13973,21124,Anotylus/Oxytelus sp.
22335,21125,Crenitis spp.
22334,21126,Cercyon herceus frigidus
13916,21127,Eucnemidae
22273,21128,Deltometopus amoenicornis
14066,21129,Halictidae
23043,21130,Dialictus coeruleus
23043,21131,Dialictus sp.
13969,21132,Enochrus/Cymbiodyta spp.
22474,21133,Eusphalerum spp.
21845,21134,Graphops cf. G. marcassitus
13970,21135,Helophorus cf. H. nitidulus
13989,21136,Philonthus siegwaldi
13985,21137,Stenus sibiricus
13985,21138,Stenus ageus
22076,21139,Lepyrus cf. L. labradorensis
20410,21140,Hydroporus cf. H. polaris
13985,21141,Stenus cf. S. melanarius
13937,21142,Bembidion (Peryphus) grapei
13937,21143,Bembidion (Peryphus) dauricum
22471,21144,Dianous sp.
22453,21145,Silpha trituberculata
13937,21146,Bembidion (Plataphodes) arcticum
13944,21147,Pterostichus (Cryobius) ochoticus
23009,21148,Psylla sp.
13973,21149,Peaderinae cf. Lathrobium sp.
27806,21150,Aleocharinae cf. Atheta sp.
21977,21151,Cleonis (Cleonidius) channingensis
21977,21152,Cleonis (Cleonidius) ritablancaensis
13944,21153,Pterostichus coracinus
21867,21154,Pachybrachis sp.
17009,21155,Limnephilidae gen. sp.
13993,21156,Tachyporus canadensis
8528,21157,Colaptes sp.
7575,21158,Ictinia
21158,21159,Ictinia mississippiensis
22009,21160,Lordithon sp.
21952,21161,Agabus cf. A. inscriptus
13970,21162,Helophorus cf. H. parasplendidus
20410,21163,Hydroporus cf. H. fuscipennis
20410,21164,Hydroporus cf. H. notabilis
22229,21165,Ilybius angustior
23022,21167,Belyta sp.
20410,21169,Hydroporus cf. H. notabilis/arcticus
8006,21170,Breagyps
21170,21171,Breagyps clarki
13985,21172,Stenus kamtschaticus
7575,21173,Spizaetus
21173,21174,Spizaetus sp.
21173,21175,Spizaetus willetti
21769,21176,Schizogenius sp.
21771,21177,Sphaeroderus nitidicollis
